12,,,office-secure.tcatcargo.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,198402094336294744586931172405103210832,b'sha256WithRSAEncryption',b'20210221235959Z',b'20201123000000Z',Other,https://office-secure.tcatcargo.com/?email=@yorku.ca,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
13,,,servicios-cliente-es-banco.tierraflorist.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,402119150704096390370682735948167716129421,b'sha256WithRSAEncryption',b'20210219113154Z',b'20201121113154Z',ING Direct,https://servicios-cliente-es-banco.tierraflorist.com/shopping.html
14,,,servicios-cliente-es-banco.tierraflorist.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,402119150704096390370682735948167716129421,b'sha256WithRSAEncryption',b'20210219113154Z',b'20201121113154Z',ING Direct,http://cliente-bankia-acceso.es.sunpremium.business
15,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://continuer-ldentifiez-vous.webador.com/
16,,,webnode.be,US,Let's Encrypt,Let's Encrypt Authority X3,2,389604506302143601449211708252995180004860,b'sha256WithRSAEncryption',b'20210108042341Z',b'20201010042341Z',Other,https://e-mail-orange.webnode.be/
17,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,13132768857398039280144013237584115707,b'ecdsa-with-SHA256',b'20211104235959Z',b'20201105000000Z',Other,https://oronge.digital/personal/e/authID=OLDZP/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
2750,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://dihnlihuvwnfpjaturambtvcry-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2751,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://dihnlihuvwnfpjaturambtvcry-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2752,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://xcyqmizmdvwebxzrkzlkpgxnle-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2753,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://ilksrpzdfgwcgpmjedfxkuloyc-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2754,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://syjuypfcehxuchrlorefjugxvx-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2755,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://kvlynivopdwkpvziufmbtplgpq-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2756,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://kvlynivopdwkpvziufmbtplgpq-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2757,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://wzxatwosnstmkqpqyzjkqrtjqm-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2758,,,gr-remodelaciones.com.ar,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,226045541024998516598683273794843890852,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',Other,http://gr-remodelaciones.com.ar/motusbank1/indexxx.php............,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
2759,,,gr-remodelaciones.com.ar,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,226045541024998516598683273794843890852,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',Other,http://gr-remodelaciones.com.ar/motusbank1/indexx.php............,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
2760,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://ixjnzitelqmeuoxrhtehcatajj-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2761,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://shalivhyskehcyurogflmhmqdr-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2762,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://ljddzilkwevsiosuqmmxqvzsui-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2763,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://gwcxnqhlgzmxjxfwmsgultoqua-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2764,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://gwcxnqhlgzmxjxfwmsgultoqua-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2765,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://jedvudfhswnlpqwqrricreygil-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2766,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://ledyjjmaogzlgznnyyugptxbfb-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2767,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,20082570823657211236577552799233161906,b'ecdsa-with-SHA256',b'20210524120000Z',b'20200524000000Z',Other,https://flatearthdirect.com/wp-content/server/update/webmail.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
2768,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://gpgciktegjjsvtyesdykafqyip-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2769,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://pklxoocapzdehfocwbmllqnljo-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2770,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://ighbawqjqwkzihtlrbiwjvdrdo-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2771,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://sawtkaijgfqkihtospzyryfgrl-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2772,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://wnyxqqphlsytfuwmdtirfvgzxc-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2773,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://wnyxqqphlsytfuwmdtirfvgzxc-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2774,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://inukgrrgcsydibjbevadhmmzcf-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2775,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://inukgrrgcsydibjbevadhmmzcf-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2776,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://qpuwnzrvtumivgiqbooxognxwz-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2777,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://qpuwnzrvtumivgiqbooxognxwz-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2778,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://qthbtchiylcaxalbxqlqmctdvv-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2779,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://qthbtchiylcaxalbxqlqmctdvv-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2780,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://cqnfsbaalyakcxzewizteojkyh-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2781,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://cqnfsbaalyakcxzewizteojkyh-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2782,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://ozhbryglstbfnwjqegvjsppyvr-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2783,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://ozhbryglstbfnwjqegvjsppyvr-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2784,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://xktgfdyxcghhuzpkzrtwqqpuxv-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2785,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://itezetqdvlqgdemdzzosuizkfe-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2786,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://ngpdzdovpedcrejsjyanvvggnf-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2787,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://ajbunstkkzkopyfnfvesdrmykk-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2788,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://ajbunstkkzkopyfnfvesdrmykk-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2789,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://rqxfjguyljkflodphobybiwefp-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2790,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://tolzrfxdsvwbymjwaeavbntruh-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2791,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://zpgajipsgopsyejuxwzizmwmun-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2792,,,lenziefilhos.com.br,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,212642434493221602160395000374244243745,b'sha256WithRSAEncryption',b'20210103235959Z',b'20201005000000Z',Other,https://lenziefilhos.com.br/finance/Inv/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
2793,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://khflxrvcgnpjjmwbbmmilfndyi-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2794,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://tazhlmnjkwdkbmmvqubjplbtkb-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2795,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://tazhlmnjkwdkbmmvqubjplbtkb-dot-triple-upgrade-293822.rj.r.appspot.com/x,"http://crl.pki.goog/GTS1O1core.crl
"
2796,,,*.flywheelsites.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,214987561958663361553404077651839627614,b'sha256WithRSAEncryption',b'20211109235959Z',b'20201109000000Z',Other,https://oreupeuxe.flywheelsites.com/wp-content/uploads/2020/11/
2797,,,halifax.secure-reset.co.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,9561288041879586634317226214323294855,b'sha256WithRSAEncryption',b'20211104235959Z',b'20201104000000Z',Other,http://www.halifax.secure-reset.co.uk/
2798,,,halifax.secure-reset.co.uk,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,9561288041879586634317226214323294855,b'sha256WithRSAEncryption',b'20211104235959Z',b'20201104000000Z',Other,https://www.halifax.secure-reset.co.uk/
2799,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,1774363542791857784231364698719895115,b'ecdsa-with-SHA256',b'20210720120000Z',b'20200720000000Z',Microsoft,https://www.taskade.com/v/1MXFdc7ty112vXsv,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
2800,GB,Jagex Limited,secure.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2132004016619087415362753920739678160,b'sha256WithRSAEncryption',b'20210922120000Z',b'20190918000000Z',Other,http://q-runescape.com.ua/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
2801,GB,Jagex Limited,secure.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2132004016619087415362753920739678160,b'sha256WithRSAEncryption',b'20210922120000Z',b'20190918000000Z',Other,https://c-runescape.com.ua/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
2802,GB,Jagex Limited,secure.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2132004016619087415362753920739678160,b'sha256WithRSAEncryption',b'20210922120000Z',b'20190918000000Z',Other,https://q-runescape.com.ua/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
2803,GB,Jagex Limited,secure.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2132004016619087415362753920739678160,b'sha256WithRSAEncryption',b'20210922120000Z',b'20190918000000Z',Other,http://c-runescape.com.ua/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
2804,GB,Jagex Limited,secure.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2132004016619087415362753920739678160,b'sha256WithRSAEncryption',b'20210922120000Z',b'20190918000000Z',Other,https://n-runescape.com.ua/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
2805,GB,Jagex Limited,secure.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2132004016619087415362753920739678160,b'sha256WithRSAEncryption',b'20210922120000Z',b'20190918000000Z',Other,http://n-runescape.com.ua/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
2806,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Other,https://info-telephone-vocale.web.app/,"http://crl.pki.goog/GTS1O1.crl
"
2807,,,linktr.ee,US,Let's Encrypt,Let's Encrypt Authority X3,2,377576449235393835295376478748973300250392,b'sha256WithRSAEncryption',b'20201228063549Z',b'20200929063549Z',Other,https://linktr.ee/Pubgvent
2808,,,singhwebservices.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,2085901964179150941,b'sha256WithRSAEncryption',b'20210314162016Z',b'20200314162016Z',Other,https://singhwebservices.com/wp-admin/allen/Autoupgrade/index.php?email=rhylkema@asona.nl,"http://crl.godaddy.com/gdig2s1-1799.crl
"
2809,,,linktr.ee,US,Let's Encrypt,Let's Encrypt Authority X3,2,377576449235393835295376478748973300250392,b'sha256WithRSAEncryption',b'20201228063549Z',b'20200929063549Z',Facebook,https://linktr.ee/XiaOmi2022
2810,,,baqala.me,US,DigiCert Inc,Thawte RSA CA 2018,2,16012599145765820896443579962188225879,b'sha256WithRSAEncryption',b'20210825120000Z',b'20200824000000Z',Other,https://www.baqala.me/hyper/aspx.php,"http://cdp.thawte.com/ThawteRSACA2018.crl
"
2811,,,linktr.ee,US,Let's Encrypt,Let's Encrypt Authority X3,2,377576449235393835295376478748973300250392,b'sha256WithRSAEncryption',b'20201228063549Z',b'20200929063549Z',Other,https://linktr.ee/pubglukyspinevent.com
2812,,,onlinepubg.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,393301483259432043240763622394967277221219,b'sha256WithRSAEncryption',b'20210218034226Z',b'20201120034226Z',Other,https://onlinepubg.com/
2813,,,cpanel.samerhadid.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,389788735525861516136006794883042515543685,b'sha256WithRSAEncryption',b'20210204201944Z',b'20201106201944Z',Other,https://www.samerhadid.com/portuguese/ptaccount/portugal.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=comercial@webtuga.pt&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4#n=1252899642&amp;fid=1&amp;fav=1
2814,,,artmotors.am,US,Let's Encrypt,Let's Encrypt Authority X3,2,319509230875077638087858703331957011174266,b'sha256WithRSAEncryption',b'20210121094521Z',b'20201023094521Z',Other,https://www.artmotors.am/asd7sdas7sa8d8a9sd98as7d87sa.php
2815,,,*.free.fr,US,DigiCert Inc,RapidSSL RSA CA 2018,2,9670360085300008914117249644351403322,b'sha256WithRSAEncryption',b'20210723120000Z',b'20190724000000Z',Other,https://s.free.fr/6yRyvaaV,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
2816,,,mail.lacomputerrepairpros.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,387634127468189379505460671104014706595431,b'sha256WithRSAEncryption',b'20210210162026Z',b'20201112162026Z',Other,https://lacomputerrepairpros.com/md/gh/gene/index.html#
2817,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',Other,https://1drv.ms/xs/s!Am4xl7RvUGyWaXod-4XmPezY4Mk?wdFormId=%7BA1C5478A-C065-4B6F-B415-C1A0973F4392%7D%3E,N/A
2818,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Blockchain,https://login-blockchain.web.app/index.html?upn=6UlaNTztZ46c-2FcDXqUpi-2FddqAFW3dfkQ2I63Ao0CA1H4V51R-2FeP9t5mdvcmPq0jPH8IlsojEVLxK5IDoJ5tM9LYYl6cYeCRNS-2B8lizQL3HpCWxhTcAlvQ4rItXIOaNxauohBzDHXafRvzXXkvpSU4bh8p4eG6Ng6Xihb-2Bc6prjo-2B8mk-2FaXjBn-2B0QafcMPFuxqgA-2Fye1aiK3Pde9uQ-2Bkk-2FT3-2BiiG5iKz6KGwYa4JtKP-2BZ-2BowTQRxEEoP2jExJYVZo2yu4sTYhvZgyJTyYjNrLTiY1k6PfSSglG9boz1plE-2BFrkxqnxi6Xx9nItoB1G3FMJnjwfLGm1r0r02XcoaPe2mAsGxII3CmsYfvmbk15h1A-3D_-2BIDSPYfPWjJzaI8sEV-2FtjXA7iouKb5fIFftR9lpUmPg&amp;amp;amp;amp;#10;Z1jYNIUtHQ0AjCRIMheE-2B-2BEsXN2CUTnOKmwl4lcl8cCsn1zbP9Ctc68EK0doTBscuXhbECMqxM2pN5RMNO-2B1CkTfnUpoBwhJsC05Uys-2ByxCd14u0sfIDY1kA9aU8SkN2YXHiKJKKjwOfuDwwgL6ey1-2F3Ma9ZcrFsw0buCQ1xZZA-3D-3D,"http://crl.pki.goog/GTS1O1.crl
"
2819,,,mevlutyigit.com.tr,US,Let's Encrypt,Let's Encrypt Authority X3,2,383282576629167403021506553045499632024561,b'sha256WithRSAEncryption',b'20210209012556Z',b'20201111012556Z',Other,https://mevlutyigit.com.tr/newspapers.html#28
2820,,,osrsgames.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,373624732250573593445937470779348101531523,b'sha256WithRSAEncryption',b'20210108142709Z',b'20201010142709Z',RuneScape,http://bit.do/VupaRs3_
2821,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Instagram,https://instagrannsignup.000webhostapp.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
2822,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Other,https://voice-vocale-sms.web.app/,"http://crl.pki.goog/GTS1O1.crl
"
2823,,,idiomas247.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,67669504240219307428168305119310679019,b'sha256WithRSAEncryption',b'20210120235959Z',b'20201022000000Z',Other,https://www.idiomas247.com/es/factura/manage/sms/sms2.php,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
2824,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://tazhlmnjkwdkbmmvqubjplbtkb-dot-triple-upgrade-293822.rj.r.appspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
2825,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,http://tazhlmnjkwdkbmmvqubjplbtkb-dot-triple-upgrade-293822.rj.r.appspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
2826,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://ncqewupitbavqorhkieqcjpncf-dot-triple-upgrade-293822.rj.r.appspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
2827,,,webdisk.kenthomeessentials.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,297337177068792748332715047095811326889373,b'sha256WithRSAEncryption',b'20210204061151Z',b'20201106061151Z',Other,https://kenthomeessentials.com/newraff/Authentication/Authorization/Prelogonprocessing/Logon/coded.php
